LOCATION,MEASURE,TIME,Value
HUN,HR_WKD,2000,1932.4
HUN,HR_WKD,2001,1897.8
HUN,HR_WKD,2002,1883.6
HUN,HR_WKD,2003,1856.3
HUN,HR_WKD,2004,1858.6
HUN,HR_WKD,2005,1834.1
HUN,HR_WKD,2006,1813.9
HUN,HR_WKD,2007,1787.8
HUN,HR_WKD,2008,1791.2
HUN,HR_WKD,2009,1758.2
HUN,HR_WKD,2010,1766.3
HUN,HR_WKD,2011,1753.7
HUN,HR_WKD,2012,1738.3
HUN,HR_WKD,2013,1733.6
HUN,HR_WKD,2014,1748.5
HUN,HR_WKD,2015,1745.9
HUN,HR_WKD,2016,1760.2
HUN,HR_WKD,2017,1747.4
HUN,HR_WKD,2018,1729.9
HUN,HR_WKD,2019,1722.2
HUN,HR_WKD,2020,1657.1
HUN,HR_WKD,2021,1687.7
HUN,HR_WKD,2022,1699.6
IRL,HR_WKD,1996,1953.599192
IRL,HR_WKD,1997,1954.200971
IRL,HR_WKD,1998,1914.672719
IRL,HR_WKD,1999,1890.214754
IRL,HR_WKD,2000,1877.515745
IRL,HR_WKD,2001,1854.86224
IRL,HR_WKD,2002,1839.643165
IRL,HR_WKD,2003,1808.91127
IRL,HR_WKD,2004,1793.203274
IRL,HR_WKD,2005,1793.677194
IRL,HR_WKD,2006,1772.413848
IRL,HR_WKD,2007,1745.214665
IRL,HR_WKD,2008,1710.670242
IRL,HR_WKD,2009,1660.961651
IRL,HR_WKD,2010,1665.658179
IRL,HR_WKD,2011,1668.303483
IRL,HR_WKD,2012,1662.83305
IRL,HR_WKD,2013,1677.325512
IRL,HR_WKD,2014,1688.637691
IRL,HR_WKD,2015,1681.97169
IRL,HR_WKD,2016,1704.362783
IRL,HR_WKD,2017,1727.170277
IRL,HR_WKD,2018,1741.78757
IRL,HR_WKD,2019,1742.062569
IRL,HR_WKD,2020,1619.565893
IRL,HR_WKD,2021,1627.490825
IRL,HR_WKD,2022,1657.468503
ITA,HR_WKD,1996,1866.151756
ITA,HR_WKD,1997,1859.863898
ITA,HR_WKD,1998,1873.132928
ITA,HR_WKD,1999,1869.878018
ITA,HR_WKD,2000,1850.197971
ITA,HR_WKD,2001,1837.636217
ITA,HR_WKD,2002,1826.190095
ITA,HR_WKD,2003,1815.103813
ITA,HR_WKD,2004,1814.615542
ITA,HR_WKD,2005,1811.101718
ITA,HR_WKD,2006,1811.851615
ITA,HR_WKD,2007,1817.707441
ITA,HR_WKD,2008,1806.539391
ITA,HR_WKD,2009,1775.169635
ITA,HR_WKD,2010,1776.773246
ITA,HR_WKD,2011,1772.557375
ITA,HR_WKD,2012,1733.642273
ITA,HR_WKD,2013,1719.0903
ITA,HR_WKD,2014,1716.341179
ITA,HR_WKD,2015,1717.46898
ITA,HR_WKD,2016,1721.697513
ITA,HR_WKD,2017,1719.15758
ITA,HR_WKD,2018,1719.352418
ITA,HR_WKD,2019,1710.180953
ITA,HR_WKD,2020,1543.117314
ITA,HR_WKD,2021,1658.26988
ITA,HR_WKD,2022,1694.452444
MEX,HR_WKD,1996,2192
MEX,HR_WKD,1997,2241
MEX,HR_WKD,1998,2168
MEX,HR_WKD,1999,2242
MEX,HR_WKD,2000,2174
MEX,HR_WKD,2001,2146
MEX,HR_WKD,2002,2196
MEX,HR_WKD,2003,2143
MEX,HR_WKD,2004,2123
MEX,HR_WKD,2005,2284.31794
MEX,HR_WKD,2006,2271.572397
MEX,HR_WKD,2007,2252.177676
MEX,HR_WKD,2008,2255.998588
MEX,HR_WKD,2009,2245.171757
MEX,HR_WKD,2010,2243.893443
MEX,HR_WKD,2011,2236.718085
MEX,HR_WKD,2012,2226.199163
MEX,HR_WKD,2013,2230.84402
MEX,HR_WKD,2014,2229.068119
MEX,HR_WKD,2015,2233.595298
MEX,HR_WKD,2016,2237.93949
MEX,HR_WKD,2017,2237.741208
MEX,HR_WKD,2018,2237.945375
MEX,HR_WKD,2019,2227.516904
MEX,HR_WKD,2020,2207.426162
MEX,HR_WKD,2021,2216.264732
MEX,HR_WKD,2022,2226.300445
NLD,HR_WKD,1996,1496.450404
NLD,HR_WKD,1997,1481.967312
NLD,HR_WKD,1998,1478.721839
NLD,HR_WKD,1999,1477.174053
NLD,HR_WKD,2000,1464.061441
NLD,HR_WKD,2001,1454.07685
NLD,HR_WKD,2002,1436.376646
NLD,HR_WKD,2003,1427.827804
NLD,HR_WKD,2004,1447.895232
NLD,HR_WKD,2005,1433.611871
NLD,HR_WKD,2006,1430.447131
NLD,HR_WKD,2007,1429.172025
NLD,HR_WKD,2008,1428.566237
NLD,HR_WKD,2009,1420.047064
NLD,HR_WKD,2010,1419.633443
NLD,HR_WKD,2011,1420.180237
NLD,HR_WKD,2012,1410.509788
NLD,HR_WKD,2013,1414.698958
NLD,HR_WKD,2014,1425.595301
NLD,HR_WKD,2015,1425.813579
NLD,HR_WKD,2016,1437.309404
NLD,HR_WKD,2017,1436.765644
NLD,HR_WKD,2018,1436.060162
NLD,HR_WKD,2019,1441.075444
NLD,HR_WKD,2020,1407.90304
NLD,HR_WKD,2021,1426.236397
NLD,HR_WKD,2022,1427.015671
NZL,HR_WKD,1996,1834
NZL,HR_WKD,1997,1826
NZL,HR_WKD,1998,1829
NZL,HR_WKD,1999,1845
NZL,HR_WKD,2000,1836
NZL,HR_WKD,2001,1825
NZL,HR_WKD,2002,1826
NZL,HR_WKD,2003,1823
NZL,HR_WKD,2004,1830
NZL,HR_WKD,2005,1815
NZL,HR_WKD,2006,1795
NZL,HR_WKD,2007,1774
NZL,HR_WKD,2008,1761
NZL,HR_WKD,2009,1740
NZL,HR_WKD,2010,1755
NZL,HR_WKD,2011,1746
NZL,HR_WKD,2012,1734
NZL,HR_WKD,2013,1756
NZL,HR_WKD,2014,1758
NZL,HR_WKD,2015,1753
NZL,HR_WKD,2016,1754
NZL,HR_WKD,2017,1756
NZL,HR_WKD,2018,1759
NZL,HR_WKD,2019,1783
NZL,HR_WKD,2020,1739
NZL,HR_WKD,2021,1730
NZL,HR_WKD,2022,1748
NOR,HR_WKD,1996,1473.562152
NOR,HR_WKD,1997,1468.257542
NOR,HR_WKD,1998,1466.666667
NOR,HR_WKD,1999,1465.449804
NOR,HR_WKD,2000,1447.948164
NOR,HR_WKD,2001,1423.82391
NOR,HR_WKD,2002,1411.815438
NOR,HR_WKD,2003,1400.875274
NOR,HR_WKD,2004,1423.211169
NOR,HR_WKD,2005,1428.633031
NOR,HR_WKD,2006,1426.126878
NOR,HR_WKD,2007,1438.15261
NOR,HR_WKD,2008,1442.801556
NOR,HR_WKD,2009,1422.039859
NOR,HR_WKD,2010,1429.858934
NOR,HR_WKD,2011,1434.530707
NOR,HR_WKD,2012,1431.491294
NOR,HR_WKD,2013,1421.032934
NOR,HR_WKD,2014,1423.703704
NOR,HR_WKD,2015,1426.568266
NOR,HR_WKD,2016,1429.885904
NOR,HR_WKD,2017,1419.213974
NOR,HR_WKD,2018,1419.412607
NOR,HR_WKD,2019,1418.54725
NOR,HR_WKD,2020,1409.74212
NOR,HR_WKD,2021,1425.539441
NOR,HR_WKD,2022,1424.582908
SVK,HR_WKD,1996,1819.628806
SVK,HR_WKD,1997,1830.001419
SVK,HR_WKD,1998,1821.857269
SVK,HR_WKD,1999,1816.242395
SVK,HR_WKD,2000,1815.607888
SVK,HR_WKD,2001,1800.732919
SVK,HR_WKD,2002,1754.070567
SVK,HR_WKD,2003,1697.568414
SVK,HR_WKD,2004,1741.997718
SVK,HR_WKD,2005,1769.488762
SVK,HR_WKD,2006,1774.456513
SVK,HR_WKD,2007,1791.202719
SVK,HR_WKD,2008,1793.357687
SVK,HR_WKD,2009,1780.339858
SVK,HR_WKD,2010,1805.148533
SVK,HR_WKD,2011,1793.010321
