LOCATION,MEASURE,TIME,Value
SWE,PC_AGE,2010,13.52351916
SWE,PC_AGE,2011,13.66091835
SWE,PC_AGE,2012,15.26740365
SWE,PC_AGE,2013,14.89852825
SWE,PC_AGE,2014,17.00495768
SWE,PC_AGE,2015,16.82687861
SWE,PC_AGE,2016,16.17898579
SWE,PC_AGE,2017,17.4870237
SWE,PC_AGE,2018,17.38001432
SWE,PC_AGE,2019,17.9824964
SWE,PC_AGE,2020,18.95198101
SWE,PC_AGE,2021,19.98328568
SWE,PC_AGE,2022,20.05471182
GBR,PC_AGE,1984,5.334872041
GBR,PC_AGE,1985,5.227812715
GBR,PC_AGE,1986,4.841342869
GBR,PC_AGE,1987,4.79488992
GBR,PC_AGE,1988,4.966892599
GBR,PC_AGE,1989,5.747193418
GBR,PC_AGE,1996,4.938412409
GBR,PC_AGE,1997,5.126678577
GBR,PC_AGE,1998,5.242531142
GBR,PC_AGE,1999,5.338660414
GBR,PC_AGE,2000,5.274998762
GBR,PC_AGE,2001,4.973911959
GBR,PC_AGE,2002,5.456733847
GBR,PC_AGE,2003,5.836498491
GBR,PC_AGE,2004,6.169407907
GBR,PC_AGE,2005,6.2560964
GBR,PC_AGE,2006,6.751956323
GBR,PC_AGE,2007,7.017367535
GBR,PC_AGE,2008,7.389146924
GBR,PC_AGE,2009,7.791264343
GBR,PC_AGE,2010,8.30047255
GBR,PC_AGE,2011,8.645106056
GBR,PC_AGE,2012,9.059864643
GBR,PC_AGE,2013,9.84115994
GBR,PC_AGE,2014,10.24328035
GBR,PC_AGE,2015,10.48842328
GBR,PC_AGE,2016,10.54379322
GBR,PC_AGE,2017,10.42958334
GBR,PC_AGE,2018,10.64996242
GBR,PC_AGE,2019,10.9098324
GBR,PC_AGE,2020,10.7619878
GBR,PC_AGE,2021,10.42062719
GBR,PC_AGE,2022,11.06628606
USA,PC_AGE,1996,12.05316368
USA,PC_AGE,1997,12.14792585
USA,PC_AGE,1998,11.93275226
USA,PC_AGE,1999,12.33530353
USA,PC_AGE,2000,12.88471882
USA,PC_AGE,2001,13.01378
USA,PC_AGE,2002,13.21876479
USA,PC_AGE,2003,13.98960705
USA,PC_AGE,2004,14.43802369
USA,PC_AGE,2005,15.04462631
USA,PC_AGE,2006,15.39606324
USA,PC_AGE,2007,16.01799713
USA,PC_AGE,2008,16.79941876
USA,PC_AGE,2009,17.19827359
USA,PC_AGE,2010,17.35389862
USA,PC_AGE,2011,17.90128118
USA,PC_AGE,2012,18.45518164
USA,PC_AGE,2013,18.69529162
USA,PC_AGE,2014,18.58985765
USA,PC_AGE,2015,18.92577621
USA,PC_AGE,2016,19.30259186
USA,PC_AGE,2017,19.32905414
USA,PC_AGE,2018,19.56398807
USA,PC_AGE,2019,20.15688498
USA,PC_AGE,2020,19.43488134
USA,PC_AGE,2021,18.86245128
USA,PC_AGE,2022,19.21354259
